feedstock,tillage_type,region_production,region_destination,equipment_group,feedstock_measure,feedstock_amount,unit_numerator,unit_denominator,source_lon,source_lat,destination_lon,destination_lat
forest residues,no tillage,05127,08063,south,harvested,5434.30000,acre,,-94.07851,34.88347,-102.60183,39.30621
forest residues,no tillage,05083,48279,south,harvested,6198.50000,acre,,-93.65406,35.22439,-102.35173,34.06948
forest residues,no tillage,05085,05063,south,harvested,1317.30000,acre,,-91.88750,34.77914,-91.58219,35.73479
forest residues,no tillage,05131,22043,south,harvested,1234.20000,acre,,-94.23415,35.19073,-92.56194,31.59215
forest residues,no tillage,05133,48037,south,harvested,150.80000,acre,,-94.26970,33.97178,-94.39487,33.47649
forest residues,no tillage,05135,05063,south,harvested,6393.60000,acre,,-91.51273,36.19363,-91.58219,35.73479
forest residues,no tillage,05137,05063,south,harvested,10116.40000,acre,,-92.21938,35.91856,-91.58219,35.73479
forest residues,no tillage,05139,05003,south,harvested,3237.90000,acre,,-92.58127,33.19789,-91.79584,33.20198
forest residues,no tillage,05141,05063,south,harvested,7677.70000,acre,,-92.52848,35.57665,-91.58219,35.73479
forest residues,no tillage,05143,47037,south,harvested,9960.70000,acre,,-94.23998,35.99346,-86.78086,36.18705
forest residues,no tillage,05145,05063,south,harvested,4124.30000,acre,,-91.76264,35.27737,-91.58219,35.73479
forest residues,no tillage,05129,27063,south,harvested,6415.90000,acre,,-92.67955,35.91645,-95.15387,43.67422
forest residues,no tillage,08015,08063,inland west,harvested,2954.30000,acre,,-106.18275,38.74066,-102.60183,39.30621
forest residues,no tillage,08027,35009,inland west,harvested,836.40000,acre,,-105.34431,38.07760,-103.37467,34.62830
forest residues,no tillage,08029,08063,inland west,harvested,206.60000,acre,,-107.80381,38.94237,-102.60183,39.30621
forest residues,no tillage,08033,35009,inland west,harvested,158.30000,acre,,-108.50623,37.69058,-103.37467,34.62830
forest residues,no tillage,08037,04013,inland west,harvested,1493.70000,acre,,-106.64613,39.63780,-112.76812,33.27676
forest residues,no tillage,08043,20111,inland west,harvested,592.80000,acre,,-105.45655,38.47713,-96.15223,38.45462
forest residues,no tillage,08045,16075,inland west,harvested,203.80000,acre,,-107.52605,39.72978,-116.84352,43.97265
forest residues,no tillage,08049,08031,inland west,harvested,3725.90000,acre,,-106.13603,40.08510,-104.95491,39.76444
forest residues,no tillage,05149,29021,south,harvested,5106.00000,acre,,-93.40520,35.03082,-94.80496,39.67595
forest residues,no tillage,08013,08031,inland west,harvested,1696.80000,acre,,-105.34483,40.08795,-104.95491,39.76444
forest residues,no tillage,18061,05003,north central,harvested,1130.00000,acre,,-86.13402,38.19039,-91.79584,33.20198
forest residues,no tillage,18071,29217,north central,harvested,1219.00000,acre,,-86.03712,38.89802,-94.34256,37.84989
forest residues,no tillage,18073,17197,north central,harvested,529.60000,acre,,-87.10345,41.01131,-87.88899,41.46518
forest residues,no tillage,18077,21191,north central,harvested,117.00000,acre,,-85.44314,38.74999,-84.36657,38.70268
forest residues,no tillage,18091,26159,north central,harvested,459.10000,acre,,-86.72734,41.49927,-86.42568,42.24736
forest residues,no tillage,18093,39139,north central,harvested,518.10000,acre,,-86.47994,38.83932,-82.55246,40.77299
forest residues,no tillage,18105,05003,north central,harvested,798.20000,acre,,-86.52675,39.17374,-91.79584,33.20198
forest residues,no tillage,18117,21059,north central,harvested,376.30000,acre,,-86.49518,38.54085,-87.06911,37.74564
forest residues,no tillage,18123,21059,north central,harvested,633.40000,acre,,-86.61088,38.05383,-87.06911,37.74564
forest residues,no tillage,18125,21059,north central,harvested,30.40000,acre,,-87.24033,38.39075,-87.06911,37.74564
forest residues,no tillage,18127,26099,north central,harvested,97.10000,acre,,-87.07476,41.49004,-82.90140,42.67230
forest residues,no tillage,18131,18085,north central,harvested,54.10000,acre,,-86.69921,41.04112,-85.85340,41.23867
forest residues,no tillage,18149,18085,north central,harvested,388.40000,acre,,-86.61667,41.30214,-85.85340,41.23867
forest residues,no tillage,18175,17197,north central,harvested,705.00000,acre,,-86.09696,38.59766,-87.88899,41.46518
forest residues,no tillage,19039,19099,north central,harvested,89.30000,acre,,-93.78570,41.02950,-93.05744,41.68604
forest residues,no tillage,19047,19161,north central,harvested,593.00000,acre,,-95.38183,42.03729,-95.08992,42.38536
forest residues,no tillage,19053,05003,north central,harvested,305.60000,acre,,-93.78596,40.73770,-91.79584,33.20198
forest residues,no tillage,19069,19083,north central,harvested,159.20000,acre,,-93.26241,42.73273,-93.23263,42.38327
forest residues,no tillage,19085,19161,north central,harvested,202.50000,acre,,-95.84005,41.68566,-95.08992,42.38536
forest residues,no tillage,05105,48439,south,harvested,2595.90000,acre,,-92.88095,34.94375,-97.29168,32.77018
forest residues,no tillage,05107,05107,south,harvested,677.10000,acre,,-90.82395,34.38173,-90.82395,34.38173
forest residues,no tillage,19117,19099,north central,harvested,101.60000,acre,,-93.32767,41.02941,-93.05744,41.68604
forest residues,no tillage,19121,19099,north central,harvested,201.30000,acre,,-94.01575,41.33455,-93.05744,41.68604
forest residues,no tillage,19125,19099,north central,harvested,160.30000,acre,,-93.09950,41.33459,-93.05744,41.68604
forest residues,no tillage,19133,19193,north central,harvested,59.20000,acre,,-95.95073,42.03906,-96.04077,42.38669
forest residues,no tillage,19135,19099,north central,harvested,237.40000,acre,,-92.86908,41.02994,-93.05744,41.68604
forest residues,no tillage,19159,08063,north central,harvested,85.20000,acre,,-94.24343,40.73546,-102.60183,39.30621
forest residues,no tillage,19161,19161,north central,harvested,27.70000,acre,,-95.08992,42.38536,-95.08992,42.38536
forest residues,no tillage,19165,19027,north central,harvested,104.70000,acre,,-95.32546,41.68464,-94.86053,42.03646
forest residues,no tillage,19181,19099,north central,harvested,136.70000,acre,,-93.55924,41.33662,-93.05744,41.68604
forest residues,no tillage,19185,19099,north central,harvested,69.20000,acre,,-93.32700,40.73865,-93.05744,41.68604
forest residues,no tillage,20001,20111,north central,harvested,547.60000,acre,,-95.29961,37.88552,-96.15223,38.45462
forest residues,no tillage,20011,29217,north central,harvested,1451.50000,acre,,-94.84814,37.85555,-94.34256,37.84989
forest residues,no tillage,20015,20111,north central,harvested,106.90000,acre,,-96.83946,37.78101,-96.15223,38.45462
forest residues,no tillage,20021,29217,north central,harvested,1170.80000,acre,,-94.84617,37.16984,-94.34256,37.84989
forest residues,no tillage,20023,08063,north central,harvested,25.90000,acre,,-101.73063,39.78225,-102.60183,39.30621
forest residues,no tillage,20035,19099,north central,harvested,772.40000,acre,,-96.83750,37.23849,-93.05744,41.68604
forest residues,no tillage,20037,29217,north central,harvested,855.90000,acre,,-94.85256,37.50592,-94.34256,37.84989
forest residues,no tillage,20039,19083,north central,harvested,12.60000,acre,,-100.46030,39.78475,-93.23263,42.38327
forest residues,no tillage,20045,29021,north central,harvested,199.10000,acre,,-95.27826,38.90396,-94.80496,39.67595
forest residues,no tillage,20049,20111,north central,harvested,222.70000,acre,,-96.24407,37.45334,-96.15223,38.45462
forest residues,no tillage,20057,19033,north central,harvested,215.50000,acre,,-99.88693,37.69176,-93.26076,43.08163
forest residues,no tillage,20061,20111,north central,harvested,50.80000,acre,,-96.73210,39.04438,-96.15223,38.45462
forest residues,no tillage,20065,38049,north central,harvested,38.50000,acre,,-99.88297,39.34972,-100.62579,48.24100
forest residues,no tillage,20073,20111,north central,harvested,1548.60000,acre,,-96.24188,37.88818,-96.15223,38.45462
forest residues,no tillage,20075,19193,north central,harvested,77.60000,acre,,-101.79288,37.99738,-96.04077,42.38669
forest residues,no tillage,19097,19061,north central,harvested,1.50000,acre,,-90.62891,42.20701,-90.89527,42.48480
forest residues,no tillage,01001,01073,south,harvested,1251.20000,acre,,-86.65126,32.50751,-86.86054,33.54472
forest residues,no tillage,01003,01099,south,harvested,3801.40000,acre,,-87.76263,30.73270,-87.38233,31.52865
forest residues,no tillage,01005,01067,south,harvested,2002.50000,acre,,-85.39294,31.88281,-85.22845,31.54174
forest residues,no tillage,01007,01073,south,harvested,3775.70000,acre,,-87.09665,33.03912,-86.86054,33.54472
forest residues,no tillage,01009,01073,south,harvested,2833.20000,acre,,-86.53357,34.01290,-86.86054,33.54472
forest residues,no tillage,01011,01067,south,harvested,1765.20000,acre,,-85.71317,32.09294,-85.22845,31.54174
forest residues,no tillage,01013,01099,south,harvested,1136.00000,acre,,-86.67594,31.74352,-87.38233,31.52865
forest residues,no tillage,01015,13115,south,harvested,2478.30000,acre,,-85.84203,33.76224,-85.19449,34.33305
forest residues,no tillage,01017,13063,south,harvested,3455.90000,acre,,-85.39388,32.91893,-84.35204,33.50079
forest residues,no tillage,01019,01071,south,harvested,3613.50000,acre,,-85.64765,34.23400,-86.03201,34.72746
forest residues,no tillage,01021,01073,south,harvested,4063.40000,acre,,-86.66484,32.86550,-86.86054,33.54472
forest residues,no tillage,01023,01099,south,harvested,2355.10000,acre,,-88.28592,32.00448,-87.38233,31.52865
forest residues,no tillage,01025,01099,south,harvested,5753.70000,acre,,-87.81361,31.58790,-87.38233,31.52865
forest residues,no tillage,01027,01073,south,harvested,3818.10000,acre,,-85.81546,33.29456,-86.86054,33.54472
forest residues,no tillage,01029,13115,south,harvested,3567.50000,acre,,-85.49455,33.71674,-85.19449,34.33305
forest residues,no tillage,01031,01067,south,harvested,863.00000,acre,,-85.99294,31.39905,-85.22845,31.54174
forest residues,no tillage,01033,47039,south,harvested,518.30000,acre,,-87.59561,34.73654,-88.11233,35.61490
forest residues,no tillage,01035,01099,south,harvested,2329.80000,acre,,-86.95147,31.46707,-87.38233,31.52865
forest residues,no tillage,01037,01073,south,harvested,5161.30000,acre,,-86.26186,32.92857,-86.86054,33.54472
forest residues,no tillage,01039,01099,south,harvested,3373.40000,acre,,-86.44724,31.25820,-87.38233,31.52865
forest residues,no tillage,01041,01067,south,harvested,1579.30000,acre,,-86.29663,31.74661,-85.22845,31.54174
forest residues,no tillage,01043,01083,south,harvested,2422.30000,acre,,-86.90442,34.08588,-87.03223,34.77491
forest residues,no tillage,01045,01067,south,harvested,3679.30000,acre,,-85.60382,31.40937,-85.22845,31.54174
forest residues,no tillage,01047,01099,south,harvested,446.30000,acre,,-87.12772,32.38839,-87.38233,31.52865
forest residues,no tillage,01049,13115,south,harvested,3114.30000,acre,,-85.72319,34.52979,-85.19449,34.33305
forest residues,no tillage,01051,01073,south,harvested,1740.60000,acre,,-86.15190,32.58758,-86.86054,33.54472
forest residues,no tillage,01053,01099,south,harvested,636.60000,acre,,-87.15806,31.12763,-87.38233,31.52865
forest residues,no tillage,01055,13115,south,harvested,2622.90000,acre,,-86.04330,34.02112,-85.19449,34.33305
forest residues,no tillage,01057,01065,south,harvested,2803.40000,acre,,-87.73851,33.72058,-87.63819,32.74414
forest residues,no tillage,01059,01083,south,harvested,1202.40000,acre,,-87.84456,34.44305,-87.03223,34.77491
forest residues,no tillage,01061,01067,south,harvested,1990.00000,acre,,-85.83901,31.09625,-85.22845,31.54174
forest residues,no tillage,01063,01065,south,harvested,1209.70000,acre,,-88.00016,32.83566,-87.63819,32.74414
forest residues,no tillage,01065,01065,south,harvested,790.30000,acre,,-87.63819,32.74414,-87.63819,32.74414
forest residues,no tillage,01067,01067,south,harvested,1536.30000,acre,,-85.22845,31.54174,-85.22845,31.54174
forest residues,no tillage,01069,01067,south,harvested,1477.30000,acre,,-85.28093,31.15619,-85.22845,31.54174
forest residues,no tillage,01071,01071,south,harvested,3327.70000,acre,,-86.03201,34.72746,-86.03201,34.72746
forest residues,no tillage,01073,01073,south,harvested,8256.60000,acre,,-86.86054,33.54472,-86.86054,33.54472
forest residues,no tillage,01075,01065,south,harvested,2603.60000,acre,,-88.09665,33.79292,-87.63819,32.74414
forest residues,no tillage,01077,47039,south,harvested,236.70000,acre,,-87.58445,34.87005,-88.11233,35.61490
forest residues,no tillage,01079,01073,south,harvested,1675.20000,acre,,-87.31820,34.55082,-86.86054,33.54472
forest residues,no tillage,01081,01067,south,harvested,4026.50000,acre,,-85.36126,32.57776,-85.22845,31.54174
forest residues,no tillage,01083,01083,south,harvested,36.60000,acre,,-87.03223,34.77491,-87.03223,34.77491
forest residues,no tillage,01085,01099,south,harvested,834.40000,acre,,-86.65809,32.18417,-87.38233,31.52865
forest residues,no tillage,01087,01067,south,harvested,2890.90000,acre,,-85.72758,32.41378,-85.22845,31.54174
forest residues,no tillage,01089,01071,south,harvested,367.30000,acre,,-86.57222,34.73390,-86.03201,34.72746
forest residues,no tillage,01091,01099,south,harvested,1622.10000,acre,,-87.76120,32.26860,-87.38233,31.52865
forest residues,no tillage,01093,01083,south,harvested,2439.10000,acre,,-87.91824,34.11813,-87.03223,34.77491
forest residues,no tillage,01095,01071,south,harvested,2250.80000,acre,,-86.34538,34.34862,-86.03201,34.72746
forest residues,no tillage,01097,01099,south,harvested,3375.90000,acre,,-88.19926,30.65817,-87.38233,31.52865
forest residues,no tillage,01099,01099,south,harvested,2647.60000,acre,,-87.38233,31.52865,-87.38233,31.52865
forest residues,no tillage,01101,01067,south,harvested,1638.40000,acre,,-86.20386,32.23350,-85.22845,31.54174
forest residues,no tillage,01103,01083,south,harvested,1184.70000,acre,,-86.83417,34.49320,-87.03223,34.77491
forest residues,no tillage,01105,01073,south,harvested,304.30000,acre,,-87.28869,32.59118,-86.86054,33.54472
forest residues,no tillage,01107,01065,south,harvested,5099.30000,acre,,-88.07266,33.26642,-87.63819,32.74414
forest residues,no tillage,01109,01067,south,harvested,2086.80000,acre,,-85.92795,31.83922,-85.22845,31.54174
forest residues,no tillage,01111,13115,south,harvested,6304.00000,acre,,-85.46022,33.30463,-85.19449,34.33305
forest residues,no tillage,01113,01067,south,harvested,435.10000,acre,,-85.17884,32.28585,-85.22845,31.54174
forest residues,no tillage,01115,01073,south,harvested,3323.20000,acre,,-86.36469,33.69081,-86.86054,33.54472
forest residues,no tillage,01117,01065,south,harvested,5087.50000,acre,,-86.67993,33.28243,-87.63819,32.74414
forest residues,no tillage,01119,01065,south,harvested,1108.70000,acre,,-88.21733,32.65071,-87.63819,32.74414
forest residues,no tillage,01121,01073,south,harvested,4445.20000,acre,,-86.14672,33.40010,-86.86054,33.54472
forest residues,no tillage,01123,13115,south,harvested,5618.20000,acre,,-85.79777,32.80018,-85.19449,34.33305
forest residues,no tillage,01125,01065,south,harvested,10056.60000,acre,,-87.50007,33.30761,-87.63819,32.74414
forest residues,no tillage,01127,01065,south,harvested,4541.90000,acre,,-87.27660,33.75954,-87.63819,32.74414
forest residues,no tillage,01129,01099,south,harvested,2916.00000,acre,,-88.18791,31.40677,-87.38233,31.52865
forest residues,no tillage,01131,01065,south,harvested,2160.20000,acre,,-87.40051,32.04806,-87.63819,32.74414
forest residues,no tillage,01133,01073,south,harvested,481.40000,acre,,-87.37366,34.14671,-86.86054,33.54472
forest residues,no tillage,04001,06065,inland west,harvested,527.10000,acre,,-109.44490,35.23660,-116.02030,33.75271
forest residues,no tillage,04005,08031,inland west,harvested,57.00000,acre,,-112.04241,35.63009,-104.95491,39.76444
forest residues,no tillage,04007,04013,inland west,harvested,308.70000,acre,,-110.68134,33.74159,-112.76812,33.27676
forest residues,no tillage,04017,08031,inland west,harvested,154.80000,acre,,-110.29724,35.28763,-104.95491,39.76444
forest residues,no tillage,04021,04013,inland west,harvested,220.90000,acre,,-111.32620,32.97801,-112.76812,33.27676
forest residues,no tillage,05001,05107,south,harvested,1190.00000,acre,,-91.38796,34.25276,-90.82395,34.38173
forest residues,no tillage,05003,05003,south,harvested,251.40000,acre,,-91.79584,33.20198,-91.79584,33.20198
forest residues,no tillage,05005,05063,south,harvested,5953.10000,acre,,-92.31723,36.23612,-91.58219,35.73479
forest residues,no tillage,05007,17119,south,harvested,6743.70000,acre,,-94.22754,36.29929,-89.85542,38.82656
forest residues,no tillage,05009,29007,south,harvested,3617.70000,acre,,-93.09345,36.30660,-91.76238,39.20232
forest residues,no tillage,05011,05003,south,harvested,1551.30000,acre,,-92.16675,33.43407,-91.79584,33.20198
forest residues,no tillage,05013,05003,south,harvested,2270.70000,acre,,-92.54776,33.53599,-91.79584,33.20198
forest residues,no tillage,05015,13115,south,harvested,8026.10000,acre,,-93.55641,36.31044,-85.19449,34.33305
forest residues,no tillage,05019,29007,south,harvested,2214.80000,acre,,-93.16144,34.05533,-91.76238,39.20232
forest residues,no tillage,05023,05063,south,harvested,9445.50000,acre,,-92.02123,35.53585,-91.58219,35.73479
forest residues,no tillage,05025,05041,south,harvested,2182.10000,acre,,-92.18386,33.88423,-91.30305,33.81824
forest residues,no tillage,05027,48251,south,harvested,2945.90000,acre,,-93.23284,33.23618,-97.35095,32.34447
forest residues,no tillage,05029,01099,south,harvested,1150.10000,acre,,-92.67641,35.26711,-87.38233,31.52865
forest residues,no tillage,05031,05063,south,harvested,87.60000,acre,,-90.66015,35.84739,-91.58219,35.73479
forest residues,no tillage,05033,13115,south,harvested,4824.00000,acre,,-94.24147,35.55808,-85.19449,34.33305
forest residues,no tillage,05037,47157,south,harvested,924.50000,acre,,-90.77217,35.29639,-89.86571,35.20148
forest residues,no tillage,05039,05003,south,harvested,2791.80000,acre,,-92.71767,33.97569,-91.79584,33.20198
forest residues,no tillage,05043,05041,south,harvested,441.00000,acre,,-91.71457,33.59015,-91.30305,33.81824
forest residues,no tillage,13257,45045,south,harvested,203.10000,acre,,-83.27937,34.57412,-82.35150,34.84981
forest residues,no tillage,13259,01067,south,harvested,192.00000,acre,,-84.84923,32.07610,-85.22845,31.54174
forest residues,no tillage,13261,13261,south,harvested,91.20000,acre,,-84.20606,32.05022,-84.20606,32.05022
forest residues,no tillage,13263,13063,south,harvested,2014.50000,acre,,-84.51903,32.70229,-84.35204,33.50079
forest residues,no tillage,13265,45003,south,harvested,488.20000,acre,,-82.85700,33.58574,-81.66299,33.53640
forest residues,no tillage,13267,45049,south,harvested,322.50000,acre,,-82.04905,32.05098,-81.10284,32.78904
forest residues,no tillage,13269,13261,south,harvested,998.90000,acre,,-84.24477,32.56022,-84.20606,32.05022
forest residues,no tillage,13271,13319,south,harvested,702.10000,acre,,-82.91384,31.96397,-83.15371,32.79656
forest residues,no tillage,13275,22043,south,harvested,445.10000,acre,,-83.90724,30.86811,-92.56194,31.59215
forest residues,no tillage,13279,22005,south,harvested,41.90000,acre,,-82.32577,32.13180,-90.89200,30.20474
forest residues,no tillage,13281,13213,south,harvested,307.50000,acre,,-83.72491,34.89144,-84.74334,34.78576
forest residues,no tillage,13283,13319,south,harvested,535.20000,acre,,-82.54726,32.40291,-83.15371,32.79656
forest residues,no tillage,13285,13063,south,harvested,3731.00000,acre,,-85.04171,33.04599,-84.35204,33.50079
forest residues,no tillage,13289,13319,south,harvested,837.30000,acre,,-83.44283,32.67528,-83.15371,32.79656
forest residues,no tillage,13291,13213,south,harvested,412.70000,acre,,-83.96052,34.81402,-84.74334,34.78576
forest residues,no tillage,13293,13319,south,harvested,2254.50000,acre,,-84.29236,32.84396,-83.15371,32.79656
forest residues,no tillage,13295,13213,south,harvested,1348.60000,acre,,-85.32613,34.78153,-84.74334,34.78576
forest residues,no tillage,13297,13063,south,harvested,1926.80000,acre,,-83.74727,33.76353,-84.35204,33.50079
forest residues,no tillage,13299,12023,south,harvested,167.70000,acre,,-82.36553,31.01907,-82.62636,30.21044
forest residues,no tillage,13301,13319,south,harvested,1585.00000,acre,,-82.70180,33.43243,-83.15371,32.79656
forest residues,no tillage,13303,13319,south,harvested,1057.00000,acre,,-82.79883,32.99751,-83.15371,32.79656
forest residues,no tillage,13305,37019,south,harvested,125.80000,acre,,-81.91509,31.57814,-78.24417,34.06233
forest residues,no tillage,13309,13319,south,harvested,436.30000,acre,,-82.76470,32.11454,-83.15371,32.79656
forest residues,no tillage,13311,45049,south,harvested,577.20000,acre,,-83.76680,34.65240,-81.10284,32.78904
forest residues,no tillage,13313,13213,south,harvested,1238.90000,acre,,-84.98862,34.80202,-84.74334,34.78576
forest residues,no tillage,13315,13261,south,harvested,155.20000,acre,,-83.44997,31.98900,-84.20606,32.05022
forest residues,no tillage,13317,13319,south,harvested,1553.40000,acre,,-82.77816,33.79373,-83.15371,32.79656
forest residues,no tillage,13319,13319,south,harvested,657.90000,acre,,-83.15371,32.79656,-83.15371,32.79656
forest residues,no tillage,13321,13261,south,harvested,739.20000,acre,,-83.83319,31.58396,-84.20606,32.05022
forest residues,no tillage,16005,06039,inland west,harvested,1023.80000,acre,,-112.16305,42.63990,-119.63565,37.27056
forest residues,no tillage,16007,53043,inland west,harvested,849.70000,acre,,-111.31616,42.30151,-118.39971,47.60902
forest residues,no tillage,16009,53027,inland west,harvested,1678.00000,acre,,-116.68456,47.21652,-123.88189,47.16172
forest residues,no tillage,16011,53071,inland west,harvested,260.90000,acre,,-112.29777,43.24481,-118.50423,46.30329
forest residues,no tillage,16017,53043,inland west,harvested,1216.50000,acre,,-116.54212,48.36865,-118.39971,47.60902
forest residues,no tillage,16019,08031,inland west,harvested,3543.20000,acre,,-111.43373,43.32227,-104.95491,39.76444
forest residues,no tillage,16021,53071,inland west,harvested,870.60000,acre,,-116.41719,48.75064,-118.50423,46.30329
forest residues,no tillage,16029,08031,inland west,harvested,2364.90000,acre,,-111.57884,42.71899,-104.95491,39.76444
forest residues,no tillage,16035,16075,inland west,harvested,2042.50000,acre,,-115.63271,46.60107,-116.84352,43.97265
forest residues,no tillage,16041,31157,inland west,harvested,1142.40000,acre,,-111.84632,42.21446,-103.70733,41.85105
forest residues,no tillage,16043,53043,inland west,harvested,10210.70000,acre,,-111.42059,44.31930,-118.39971,47.60902
forest residues,no tillage,16049,16075,inland west,harvested,1162.00000,acre,,-115.56061,45.88970,-116.84352,43.97265
forest residues,no tillage,16055,53027,inland west,harvested,2378.20000,acre,,-116.68553,47.67867,-123.88189,47.16172
forest residues,no tillage,16057,53027,inland west,harvested,1804.90000,acre,,-116.68458,46.83614,-123.88189,47.16172
forest residues,no tillage,16059,32003,inland west,harvested,16962.80000,acre,,-114.08915,44.96813,-115.25321,35.92706
forest residues,no tillage,16061,16075,inland west,harvested,374.80000,acre,,-116.35987,46.23048,-116.84352,43.97265
forest residues,no tillage,16069,53033,inland west,harvested,322.30000,acre,,-116.82128,46.24331,-121.95943,47.43252
forest residues,no tillage,16071,06071,inland west,harvested,1976.70000,acre,,-112.54303,42.25052,-116.11141,34.83991
forest residues,no tillage,16079,53043,inland west,harvested,1633.60000,acre,,-116.00997,47.50103,-118.39971,47.60902
forest residues,no tillage,17003,17197,north central,harvested,543.70000,acre,,-89.34766,37.15277,-87.88899,41.46518
forest residues,no tillage,17047,13115,north central,harvested,112.80000,acre,,-88.05639,38.41376,-85.19449,34.33305
forest residues,no tillage,17051,17119,north central,harvested,274.10000,acre,,-89.03176,38.98071,-89.85542,38.82656
forest residues,no tillage,17055,26091,north central,harvested,84.00000,acre,,-88.92420,37.99425,-84.06577,41.89604
forest residues,no tillage,17059,21059,north central,harvested,227.20000,acre,,-88.21625,37.74379,-87.06911,37.74564
forest residues,no tillage,17065,29033,north central,harvested,504.30000,acre,,-88.53916,38.08165,-93.47284,39.41099
forest residues,no tillage,17069,19045,north central,harvested,199.90000,acre,,-88.23782,37.50055,-90.53281,41.88029
forest residues,no tillage,17077,47037,north central,harvested,390.10000,acre,,-89.40985,37.75869,-86.78086,36.18705
forest residues,no tillage,17081,18171,north central,harvested,476.40000,acre,,-88.92359,38.30071,-87.38869,40.30210
forest residues,no tillage,17087,01067,north central,harvested,41.50000,acre,,-88.87731,37.44685,-85.22845,31.54174
forest residues,no tillage,17111,55079,north central,harvested,26.40000,acre,,-88.45227,42.32412,-87.58071,43.01735
forest residues,no tillage,17127,22089,north central,harvested,365.70000,acre,,-88.69511,37.20098,-90.40272,29.93059
forest residues,no tillage,17151,18085,north central,harvested,296.00000,acre,,-88.59891,37.33413,-85.85340,41.23867
forest residues,no tillage,17157,17119,north central,harvested,173.90000,acre,,-89.82521,38.01314,-89.85542,38.82656
